,Year,Country,Activity,Sex ,Fatal
2288,1996,USA,Free diving for abalone,M,N
2289,1996,USA,Wade fishing,M,N
2290,1996,USA,Standing,F,N
2291,1996,OKINAWA,Swimming,M,Y
2292,1996,EGYPT / ISRAEL,Free diving with a pod of dolphins,M,N
2293,1996,USA,Swimming,M,N
2294,1996,USA,Swimming,M,N
2295,1996,USA,0,0,UNKNOWN
2296,1996,USA,0,M,N
2297,1996,USA,Standing,F,N
2298,1996,BAHAMAS,Diving,M,N
2299,1996,USA,Body surfing,F,N
2300,1996,AUSTRALIA,Surfing,M,N
2301,1996,SOUTH AFRICA,Surfing,M,N
2302,1996,SOUTH AFRICA,Surfing,M,N
2303,1996,AUSTRALIA,Tech diving ,M,Y
2304,1996,USA,Surfing,M,N
2305,1996,SOUTH KOREA,Shell Diving,M,Y
2306,1996,USA,Surfing,M,N
2307,1996,USA,0,M,UNKNOWN
2308,1996,AUSTRALIA,Swimming,M,N
2309,1996,AUSTRALIA,Swimming,F,N
2310,1996,BRAZIL,Swimming,M,Y
2311,1996,AUSTRALIA,Swimming breast stoke,F,N
2312,1996,AUSTRALIA,Fishing in knee-deep water,M,N
2313,1996,AUSTRALIA,Dived naked into the water on a bet,M,N
2314,1996,USA,Swimming in fish tank,F,N
2315,1996,PAPUA NEW GUINEA,0,M,Y
2316,1996,PAPUA NEW GUINEA,0,0,N
2317,1996,PAPUA NEW GUINEA,Diving ,0,Y
2318,1996,DOMINICAN REPUBLIC,Boeing 757 enroute from Porta Plata plunged into the sea,0,Y
2319,1996,AUSTRALIA,Swimming,M,N
2320,1996,USA,Wading,M,N
2321,1996,AUSTRALIA,Swimming,F,N
2322,1996,USA,Swimming with mask & snorkel,M,N
2323,1996,AUSTRALIA,0,0,UNKNOWN
2324,1996,AUSTRALIA,Chumming for sharks,0,N
2325,1996,REUNION,Surfing,M,Y
2326,1996,FIJI,0,M,Y
2327,1996,USA,Surfing,M,N
2328,1995,USA,0,M,UNKNOWN
2329,1995,NEW ZEALAND,"Diving, gathering shellfish",M,N
2330,1995,USA,0,M,0
2331,1995,NORTHERN ARABIAN SEA,Fell off aircraft carrier,M,N
2332,1995,AUSTRALIA,0,M,N
2333,1995,USA,Boogie boarding,M,N
2334,1995,USA,Surfing,M,N
2335,1995,AUSTRALIA,Playing / standing,F,N
2336,1995,USA,Surfing,M,N
2337,1995,USA,Surfing,M,N
2338,1995,USA,Surfing,M,N
2339,1995,USA,Windsurfing,M,N
2340,1995,USA,Surfing,M,N
2341,1995,USA,Swimming,F,N
2342,1995,REUNION,Body-boarding,M,Y
2343,1995,USA,Scuba diving,M,Y
2344,1995,AUSTRALIA,Abalone diving using Hookah (near calving whales),M,Y
2345,1995,USA,Abalone diving using Hookah (resting on the surface),M,N
2346,1995,USA,Swimming,M,0
2347,1995,USA,Surfing,M,N
2348,1995,USA,On a float,M,N
2349,1995,BRAZIL,Surfing,M,N
2350,1995,USA,Surfing,M,N
2351,1995,USA,Surfing,M,N
2352,1995,USA,Swimming,M,N
2353,1995,USA,Swimming ,M,N
2354,1995,USA,Surfing,M,N
2355,1995,USA,Diving,0,N
2356,1995,TONGA,Fishing,M,N
2357,1995,USA,Wading,M,N
2358,1995,USA,Swimming,M,0
2359,1995,USA,Surfing,M,N
2360,1995,USA,"""Riding waves on a board""",F,N
2361,1995,USA,Body boarding,M,N
2362,1995,TONGA,Fishing,M,0
2363,1995,USA,Diving,M,0
2364,1995,USA,Surfing,M,N
2365,1995,USA,Surfing,M,N
2366,1995,USA,Surfing,M,N
2367,1995,USA,Standing,M,N
2368,1995,USA,0,M,N
2369,1995,USA,Swimming,F,N
2370,1995,USA,Body boarding,M,N
2371,1995,BRAZIL,Surfing,M,Y
2372,1984,SOUTH AFRICA,Surfing,M,N
2373,1995,USA,Surfing,M,N
2374,1995,USA,Fishing,F,N
2375,1995,USA,Jumped off surfboard & landed on the shark,M,N
2376,1995,USA,Scuba diving (ascending using scooter),M,N
2377,1995,USA,Kayaking,F,N
2378,1995,USA,Playing / jumping,M,N
2379,1995,USA,Surfing,M,N
2380,1995,USA,Swimming,M,N
2381,1995,USA,Swimming,F,N
2382,1995,USA,Swimming,M,N
2383,1995,HONG KONG,Swimming,F,Y
2384,1995,HONG KONG,Swimming,M,Y
2385,1995,HONG KONG,Diving,0,Y
2386,1995,USA,Surfing,M,N
2387,1995,FIJI,Sleeping in anchored boat,M,Y
2388,1995,AUSTRALIA,0,0,UNKNOWN
2389,1995,SOUTH KOREA,Diving for abalone,F,Y
2390,1995,USA,0,M,0
2391,1995,USA,0,M,N
2392,1995,AUSTRALIA,Diving,M,N
2393,1995,JAPAN,Scuba diving for bivalves,M,Y
2394,1995,AUSTRALIA,Surf skiing,F,N
2395,1995,AUSTRALIA,Surfing,M,N
2396,1995,BRAZIL,Swimming,0,Y
2397,1995,SOUTH AFRICA,Swimming,M,N
2398,1995,VENEZUELA,Wind surfing,M,N
2399,1995,SOUTH AFRICA,Swimming,M,Y
2400,1995,BRAZIL,Surfing,M,N
2401,1995,SOUTH AFRICA,Diving,M,0
2402,1995,AUSTRALIA,Snorkeling,M,N
2403,1995,USA,Scuba diving,M,0
2404,1995,USA,0,M,UNKNOWN
2405,1994,SOUTH AFRICA,Body boarding,M,N
2406,1994,USA,"Surfing, sitting on board",0,N
2407,1994,BRAZIL,Surfing,M,N
2408,1994,BRAZIL,Surfing,M,N
2409,1994,VANUATU,0,0,UNKNOWN
2410,1994,AUSTRALIA,Murder victim,M,0
2411,1994,USA,Commercial diver (submerged or treading water),M,Y
2412,1994,BRAZIL,Surfing,M,Y
2413,1994,SOUTH AFRICA,Spearfishing,M,N
2414,1994,USA,"Surfing, paddling seawards",F,N
2415,1994,USA,Surfing,0,N
2416,1994,BRAZIL,Surfing,0,N
2417,1994,BRAZIL,Surfing,M,N
2418,1994,USA,Wading,F,N
2419,1994,USA,Surfing,M,N
2420,1994,USA,Swimming,F,N
2421,1994,USA,Surfing,M,N
2422,1994,USA,Adrift on refugee raft,M,Y
2423,1994,USA,Jumped off rocks into white water,F,N
2424,1994,JAPAN,0,0,N
2425,1994,BRAZIL,Surfing,M,N
2426,1994,BRAZIL,Swimming,M,Y
2427,1994,REUNION,Windsurfing,M,Y
2428,1994,SOUTH AFRICA,Surfing,M,Y
2429,1994,SOUTH AFRICA,Surfing,M,N
2430,1994,BRAZIL,Surfing,M,N
2431,1994,USA,Surfing,M,N
2432,1994,BAHAMAS,Spearfishing,M,N
2433,1994,USA,Surfing,M,N
2434,1994,USA,Surfing,M,N
2435,1994,USA,Spearfishing,M,N
2436,1994,USA,Wading,F,N
2437,1994,USA,Wading,M,N
2438,1994,USA,Surfing,M,N
2439,1994,USA,0,F,0
2440,1994,REUNION,0,0,Y
2441,1994,BAHAMAS,Wading,M,N
2442,1994,USA,Freediving for seashells,M,N
2443,1994,SOUTH AFRICA,Spearfishing,M,Y
2444,1994,CHILE,Swimming alongside NOAA research vessel Discoverer,F,N
2445,1994,CHILE,Swimming alongside NOAA research vessel Discoverer,M,N
2446,1994,USA,Removing shark from tank in nightclub ,M,N
2447,1994,BRAZIL,Surfing,M,N
2448,1994,SOUTH AFRICA,Spearfishing,M,N
2449,1994,USA,Surfing,M,N
2450,1994,USA,Fishing,M,N
2451,1994,SOUTH AFRICA,Surfing,M,N
2452,1994,NEW CALEDONIA,Fishing,0,Y
2453,1994,BRAZIL,Swimming,M,N
2454,1994,USA,Surfing,M,Y
2455,1994,SOUTH AFRICA,Windsurfing,M,N
2456,1994,AUSTRALIA,Fishing,0,N
2457,1994,AUSTRALIA,"Swimming, after falling off towed kneeboard",M,N
2458,1994,SOUTH AFRICA,Swimming ,M,N
2459,1994,HONG KONG,Playing volleyball with friends,F,N
2460,1994,USA,Surfing,M,N
2461,1993,USA,Surfing,M,Y
2462,1993,USA,Swimming,M,N
2463,1993,AUSTRALIA,Hookah diving,M,Y
2464,1993,USA,"Surfing, paddling shorewards",M,N
2465,1993,SOMALIA,Stamding,M,Y
2466,1993,USA,Surfing,M,N
2467,1993,USA,Swimming,F,N
2468,1993,USA,Kayaking,F,N
2469,1993,USA,Surfing,0,N
2470,1993,SOMALIA,Swimming,M,Y
2471,1993,SOUTH AFRICA,Spearfishing,M,N
2472,1993,EL SALVADOR,Surfing,0,N
2473,1993,EL SALVADOR,Surfing,M,Y
2474,1993,USA,Wading,M,N
2475,1993,USA,0,M,N
2476,1993,SPAIN,Swimming,M,N
2477,1993,BAHAMAS,Spearfishing,M,N
2478,1993,USA,Surfing,0,N
2479,1993,USA,"Surfing, paddling seawards",M,N
2480,1993,USA,Watching the shark feeding on a dead pinniped,0,N
2481,1993,USA,Riding floatation device,F,N
2482,1993,AUSTRALIA,Fishing,0,N
2483,1993,USA,Free diving for abalone (ascending),M,N
2484,1993,NEW CALEDONIA,Fishing for lobsters,M,Y
2485,1993,EL SALVADOR,Oyster fishing,0,Y
2486,1993,SOUTH AFRICA,Surfing,M,N
2487,1993,USA,Playing,F,N
2488,1993,BRAZIL,Swimming,M,Y
2489,1993,REUNION,Body boarding,M,N
2490,1993,HONG KONG,Swimming,M,Y
2491,1993,MEXICO,Scuba diving,F,Y
2492,1993,USA,Paddling on surfboard or body board,M,N
2493,1993,AUSTRALIA,Scuba diving,M,Y
2494,1993,AUSTRALIA,Scuba diving at seal colony,F,Y
2495,1993,HONG KONG,Swimming,M,Y
2496,1993,USA,Swimming,F,N
2497,1993,HONG KONG,0,F,Y
2498,1993,SOMALIA,Swimming,F,Y
2499,1993,AUSTRALIA,Spearfishing,M,0
2500,1993,BRAZIL,Surfing,M,N
2501,1993,USA,Floating on his back,M,N
2502,1993,JAPAN,0,0,N
2503,1993,USA,Paddling on surfboard,M,N
2504,1993,USA,Free diving & spearfishing (ascending),M,N
2505,1993,NEW CALEDONIA,Swimming,0,N
2506,1993,TONGA,Sea disaster,M,N
2507,1993,TONGA,Sea disaster,M,N
2508,1993,AUSTRALIA,Fishing,M,N
2509,1993,BRAZIL,Body boarding,M,N
2510,1993,AUSTRALIA,Spearfishing,M,N
2511,1993,CARIBBEAN SEA,   ,M,N
2512,1993,USA,Surfing,M,N
2513,1993,ANGOLA,Surfing,M,N
2514,1993,SOMALIA,0,0,Y
2515,1993,TONGA,Spearfishing,0,N
2516,1993,USA,Snorkeling,0,N
2517,1992,USA,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",M,N
2518,1992,USA,Lying on surfboard,M,N
2519,1992,USA,Spearfishing / free diving,M,N
2520,1992,USA,Surfing,M,N
2521,1992,USA,Surfing,M,N
2522,1992,USA,Kayaking,M,N
2523,1992,FIJI,Scuba diving,M,N
2524,1992,USA,Scuba diving (submerged),M,N
2525,1992,USA,Surfing,M,N
2526,1992,USA,Body boarding,M,Y
2527,1992,USA,Hookah diving for sea urchins,M,N
2528,1992,USA,Surfing,M,N
2529,1992,AUSTRALIA,Scuba diving,M,N
2530,1992,BRAZIL,Boogie boarding,0,N
2531,1992,AUSTRALIA,Surfing,M,Y
2532,1992,BRAZIL,Body boarding,M,N
2533,1992,USA,Surfing,M,N
2534,1992,USA,Standing,F,N
2535,1992,BRAZIL,Swimming,M,Y
2536,1992,USA,Surf fishing,M,N
2537,1992,BAHAMAS,"Snorkeling, carrying a speared fish in her hand",F,N
2538,1992,AUSTRALIA,Surfing,M,N
2539,1992,USA,Fell from cliff while fishing & disappeared in strong current,M,0
2540,1992,USA,Surfing,M,N
2541,1992,USA,Snorkeling,M,N
2542,1992,USA,Fisherman,M,0
2543,1992,USA,"Zosimo & his son, Jeffrey Popa, failed to return from overnight fishing trip in a 14' boat, Boat apparently sank, debris recovered but his son & boat were never found",M,0
2544,1992,USA,Standing,F,N
2545,1992,BRAZIL,Surfing,M,N
2546,1992,BRAZIL,Surfing,M,N
2547,1992,BRAZIL,Swimming,M,Y
2548,1992,REUNION,Surfing,M,Y
2549,1992,VANUATU,Swimming,F,N
2550,1992,JAPAN,Preparing to fish for jack-mackerel,0,N
2551,1992,REUNION,Diving,0,N
2552,1992,USA,Scuba diving ,M,0
2553,1992,REUNION,Surfing,M,Y
2554,1992,MEXICO,Scuba diving & filming,M,N
2555,1992,NEW ZEALAND,Snorkeling,M,N
2556,1992,SOUTH AFRICA,Surfing,M,N
2557,1992,USA,"Surfing, paddling seawards",F,N
2558,1992,AUSTRALIA,Surfing,M,N
2559,1992,JAPAN,Hookah diving for pen shells ,M,Y
2560,1992,JAPAN,"Fishing for yellowtail, Seriola quinqueradiata",0,N
2561,1992,USA,Surfing (sitting on his board),M,N
2562,1992,USA,Body boarding,M,Y
2563,1992,JAPAN,Diving for pen shells,M,N
2564,1992,AUSTRALIA,Surfing,M,0
2565,1992,REUNION,Spearfishing,M,N
2566,1992,AUSTRALIA,Boogie boarding,M,N
2567,1992,SOUTH AFRICA,Swimming ,M,N
2568,1992,SOUTH AFRICA,Spearfishing,M,N
2569,1992,MAURITIUS,Fishing,M,N
2570,1992,JAPAN,0,M,N
2571,1992,JAPAN,0,0,0
2572,1992,FIJI,0,M,Y
2573,1991,USA,Hookah diving for sea urchins,M,N
2574,1991,USA,Snorkeling,F,Y
2575,1991,USA,Snorkeling,F,N
2576,1991,USA,"Fishing from rocks, swept out to sea by large wave & treading water",M,Y
2577,1991,USA,Fishing,M,N
2578,1991,AUSTRALIA,Boogie boarding,M,N
2579,1991,USA,Surfing,M,N
2580,1991,USA,Surfing,M,N
2581,1991,BAHAMAS,Spearfishing,M,0
2582,1991,AUSTRALIA,Scuba diving,M,Y
2583,1991,AUSTRALIA,Finning the shark that bit him,M,N
2584,1991,USA,Swimming,M,N
2585,1991,USA,Wading,F,N
2586,1991,USA,Fishing,M,N
2587,1991,ITALY,Canoeing,F,N
2588,1991,USA,Snorkeling,M,N
2589,1991,USA,Swimming from makeshift raft  to life vest after fishing boat sank,M,N
2590,1991,USA,Swimming,M,N
2591,1991,REUNION,Surfing,M,N
2592,1991,USA,Surfing,M,N
2593,1991,USA,Boogie boarding,M,N
2594,1991,HONG KONG,0,M,Y
2595,1991,HONG KONG,Fishing,M,Y
2596,1991,USA,Surfing,M,N
2597,1991,USA,Swimming behind sailboat,M,N
2598,1991,HONG KONG,Swimming ,F,Y
2599,1991,USA,Sitting on surfboard,M,N
2600,1991,SOUTH AFRICA,Scuba diving,M,N
2601,1991,BRAZIL,Fishing,0,N
2602,1991,USA,Diving,0,N
2603,1991,USA,"Surfing, collided with shark",M,N
2604,1991,USA,Sitting on surfboard,M,N
2605,1991,AUSTRALIA,Scuba diving,M,N
2606,1991,USA,Surfing,M,N
2607,1991,SOUTH AFRICA,Spearfishing,M,N
2608,1991,AUSTRALIA,Swimming,M,N
2609,1991,AUSTRALIA,Surf-skiing,M,N
2610,1991,AUSTRALIA,Surfing (or sailboarding),M,N
2611,1990,SOUTH AFRICA,0,M,0
2612,1990,AUSTRALIA,Swimming ,M,N
2613,1990,USA,Scuba diving (but on surface),F,N
2614,1990,USA,Surfing,M,N
2615,1990,USA,Surfing,M,N
2616,1990,USA,Surfing,M,N
2617,1990,AUSTRALIA,Swimming,M,N
2618,1990,AUSTRALIA,Surfing,M,N
2619,1990,USA,Surfing,M,N
2620,1990,USA,Surfing,M,N
2621,1990,USA,Surfing,M,N
2622,1990,SOUTH AFRICA,Spearfishing,M,N
2623,1990,USA,"Free diving / spearfishing, from paddleboard & floating on the surface",M,N
2624,1990,USA,Kayaking,M,N
2625,1990,USA,SCUBA diving,M,0
2626,1990,USA,Surfing,M,N
2627,1990,USA,Surfing,M,N
2628,1990,USA,Wade fishing,M,N
2629,1990,USA,Wading,F,N
2630,1990,USA,Surfing,M,N
2631,1990,SOUTH AFRICA,Scuba diving (but on surface),F,Y
2632,1990,BAHAMAS,Spearfishing,M,N
2633,1990,SOUTH AFRICA,Fishing,0,N
2634,1990,AUSTRALIA,Snorkeling,F,N
2635,1990,AUSTRALIA,"Snorkeling, possibly holding a fish",M,N
2636,1990,SOUTH AFRICA,Resting on surfboard,M,N
2637,1990,SOUTH AFRICA,Lying on surfboard & paddling,M,N
2638,1990,AUSTRALIA,Surfing,M,N
2639,1990,AUSTRALIA,Free diving for trochus,M,Y
2640,1990,AUSTRALIA,Surfing,M,N
2641,1990,AUSTRALIA,Surfing,M,N
2642,1990,USA,Sitting on surfboard,M,N
2643,1990,FIJI,Swimming,M,N
2644,1990,REUNION,Surfing,M,N
2645,1990,USA,Scuba diving & spearfishing,M,Y
2646,1990,USA,Board sailing,M,N
2647,1990,USA,Surfing (sitting on his board),M,N
2648,1990,USA,Surfing,M,UNKNOWN
2649,1989,USA,On board 51' fishing vessel One Ki,M,N
2650,1989,AUSTRALIA,0,M,UNKNOWN
2651,1989,AUSTRALIA,Swimming,M,0
2652,1989,AUSTRALIA,Surfing,M,N
2653,1989,SOUTH AFRICA,Free diving & spearfishing,M,Y
2654,1989,USA,"Wading, knocked down & swept away by large waves",M,0
2655,1989,AUSTRALIA,Swimming in canal,M,N
2656,1989,AUSTRALIA,Swimming,F,N
2657,1989,AUSTRALIA,Surfing,M,N
2658,1989,USA,Scuba diving,M,0
2659,1989,USA,Surfing,M,N
2660,1989,USA,Diving,M,0
2661,1989,AUSTRALIA,Surfing,M,UNKNOWN
2662,1989,SOUTH AFRICA,Free diving,M,N
2663,1989,USA,"Fishing, stepped on hooked shark's head",M,N
2664,1989,USA,Observing a shark feeding on a carcass of a humpback whale,0,N
2665,1989,USA,Hookah diving for abalone (descending),M,N
2666,1989,USA,Surfing,M,N
2667,1989,USA,Filming 5' blue shark,M,N
2668,1989,AUSTRALIA,Feeding fish,M,N
2669,1989,USA,Swimming,M,N
2670,1989,SOUTH AFRICA,Surfing,M,N
2671,1989,AUSTRALIA,Surfing,M,N
2672,1989,BAHAMAS,Spearfishing,F,N
2673,1989,AUSTRALIA,Fishing for sharks,M,N
2675,1989,SOUTH AFRICA,Surfing,M,N
2676,1989,REUNION,Surfing,M,Y
2677,1989,USA,Surfing,M,N
2678,1989,USA,Playing ,F,N
2679,1989,USA,Fell off surfboard 20' from shore,M,N
2680,1989,USA,Spearfishing,M,N
2681,1989,ITALY,Windsurfing (urinating on his board),M,N
2682,1989,SOUTH AFRICA,Surfing,M,N
2683,1989,SOUTH AFRICA,Free diving,M,N
2684,1989,JAPAN,0,M,0
2685,1989,USA,Swimming,M,N
2686,1989,USA,Surfing (lying prone on his board),M,N
2687,1989,USA,0,0,N
2688,1989,USA,Paddling on surfboard,M,N
2689,1989,USA,Paddling on surfboard,M,N
2690,1989,AUSTRALIA,Surfing,M,Y
2691,1989,AUSTRALIA,Kayaking,M,N
2692,1989,SOUTH AFRICA,Fishing,M,N
2693,1989,SOUTH AFRICA,Windsurfing,M,N
2694,1989,ITALY,"Scuba diving, but swimming on surface",M,Y
2695,1989,USA,Kayaking,M,0
2696,1989,USA,Kayaking,F,Y
2697,1989,USA,Body boarding,M,N
2698,1989,SOUTH AFRICA,Lifesaving drill,M,N
2699,1989,USA,Swimming in strong current with 3 others when he disappeared,M,Y
2700,1989,AUSTRALIA,Surfing with dolphins,M,N
2701,1989,PAPUA NEW GUINEA,"Scuba diving, hand feeding sharks",F,N
2702,1989,USA,Spearfishing using scuba & trailing a string of bleeding fish,M,N
2703,1988,CHILE,Skindiving,M,Y
2704,1988,AUSTRALIA,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,Y
2705,1988,AUSTRALIA,"The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,Y
2706,1988,PHILIPPINES,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,0,Y
2707,1988,USA,Surfing (sitting on his board),M,N
2708,1988,AUSTRALIA,Surfing,M,N
2709,1988,USA,Surfing,M,N
2710,1988,USA,Surfing,M,N
2711,1988,USA,Surfing,M,N
2712,1988,AUSTRALIA,Surfing,M,N
2713,1988,USA,Wading,F,N
2714,1988,USA,Surfing,M,N
2715,1988,USA,Walking,F,N
2716,1988,USA,Snorkeling,M,Y
2717,1988,USA,Diving in Sharkey's Reef restaurants aquarium,M,N
2718,1988,ITALY,0,M,N
2719,1988,JAPAN,0,M,N
2720,1988,USA,Surfing,M,N
2721,1988,BAHAMAS,Free diving & spearfishing ,M,N
2722,1988,BAHAMAS,Spearfishing on scuba,M,N
2723,1988,BAHAMAS,Diving,M,N
2724,1988,USA,Swimming,F,N
2725,1988,USA,Boogie boarding,M,N
2726,1988,BAHAMAS,Snorkeling,M,N
2727,1988,BAHAMAS,Spearfishing,M,N
2728,1988,SOUTH AFRICA,Spearfishing,M,N
2729,1988,USA,Scuba diving,M,N
2730,1988,USA,Sittting in water with his child,M,N
2731,1988,USA,Swimming,M,N
2732,1988,USA,Surfing,M,N
2733,1988,SOUTH KOREA,Shell diving,F,Y
2734,1988,USA,Surfing,M,N
2735,1988,USA,Surfing / treading water,M,N
2736,1988,REUNION,pêcheur de bichiques,M,Y
2737,1988,USA,Surfing,M,N
2738,1988,USA,Swimming,M,N
2739,1988,USA,Onboard 21' powerboat that capsized in rough seas,M,0
2740,1988,USA,Surfing,M,N
2741,1988,USA,Windsurfing,M,N
2742,1988,SOUTH AFRICA,0,F,0
2743,1988,USA,Standing ,F,N
2744,1988,USA,Body surfing,M,N
2745,1988,SOUTH AFRICA,Surfing,M,N
2746,1988,REUNION,Surfing,M,N
2747,1988,SOUTH AFRICA,0,0,N
2748,1988,SOUTH AFRICA,Surfing,M,N
2749,1988,SOUTH AFRICA,Lying atop surfboard,F,N
2750,1988,AUSTRALIA,Drift fishing,0,N
2751,1988,Fiji,Diving,M,N
2752,1988,SOUTH AFRICA,Surfing,M,0
2753,1988,AUSTRALIA,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,M,0
2754,1988,USA,Fishing,M,N
2755,1988,SOUTH AFRICA,Attempting to lasso shark's tail,M,N
2756,1988,SOUTH AFRICA,"Returning to shore, collided with shark",0,N
2757,1988,AUSTRALIA,Surfing,M,N
2758,1987,PHILIPPINES,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,0,Y
2759,1987,USA,Surfing,M,N
2760,1987,AUSTRALIA,0,F,0
2761,1987,USA,Surfing,M,N
2762,1987,SOUTH AFRICA,0,M,0
2763,1987,USA,Surfing,M,N
2764,1987,SOUTH AFRICA,Boogie boarding,M,0
2765,1987,SOUTH AFRICA,Spearfishing,M,N
2766,1987,DOMINICAN REPUBLIC,"Vessel caught fire & capsized, survivors in the water",0,Y
2767,1987,AUSTRALIA,Scuba Diving for scallops,M,Y
2768,1987,SOUTH AFRICA,Surfing,M,N
2769,1987,USA,Wading,M,N
2770,1987,USA,Surfing (sitting on his board),M,N
2771,1987,USA,Surfing,M,N
2772,1987,USA,Body surfing,F,N
2773,1987,USA,Wading,F,N
2774,1987,USA,Dropping anchor,0,N
2775,1987,BAHAMAS,Snorkeling,M,N
2776,1987,BAHAMAS,Spearfishing,M,N
2777,1987,USA,Fishing,M,N
2778,1987,USA,0,M,N
2779,1987,USA,Surfing,M,N
2780,1987,AUSTRALIA,Fishing,M,N
2781,1987,SOUTH AFRICA,Fishing,M,0
2782,1987,USA,Swimming,F,N
2783,1987,USA,Swimming from shore to anchored sailboat,M,Y
2784,1987,VANUATU,Swimming,M,Y
2785,1987,AUSTRALIA,Surfing,M,N
2786,1987,SOUTH AFRICA,0,0,N
2787,1987,USA,Windsurfing,M,N
2788,1987,SOLOMON ISLANDS,The inter-island ferry Vula sank in heavy weather,0,Y
2789,1987,SOUTH AFRICA,Spearfishing,M,N
2790,1987,AUSTRALIA,Swimming,M,N
2791,1987,MONTENEGRO,Jumped into the water from a cliff,M,0
2792,1987,ITALY,Boat,M,N
2793,1986,SOUTH AFRICA,Spearfishing,M,N
2794,1986,SOUTH AFRICA,Body boarding,M,Y
2795,1986,USA,Surfing,M,N
2796,1986,BAHAMAS,Adrift after ditching plane in the sea,M,N
2797,1986,USA,Free diving  & spearfishing (submerged),M,N
2798,1986,SOUTH AFRICA,Spearfishing,M,0
2799,1986,NEW CALEDONIA,Spearfishing,0,N
2800,1986,USA,Surfing,M,N
2801,1986,USA,Surfing,M,N
2802,1986,USA,Surfing,M,N
2803,1986,SOUTH AFRICA,NSB Meshing,M,N
2804,1986,USA,Swimming,F,N
2805,1986,SOUTH AFRICA,Racing ski,M,N
2806,1986,AUSTRALIA,0,0,UNKNOWN
2807,1986,USA,Surfing,M,N
2808,1986,USA,0,0,0
2809,1986,USA,Surfing,0,N
2810,1986,USA,Surfing,0,N
2811,1986,USA,Surfing,0,N
2812,1986,SOUTH AFRICA,Spearfishing,M,0
2813,1986,AUSTRALIA,Scuba diving,F,N
2814,1986,FRANCE,0,0,N
2815,1986,AUSTRALIA,Fishing,0,N
2816,1986,USA,0,M,N
2817,1986,SOUTH AFRICA,Spearfishing,M,N
2818,1986,AUSTRALIA,Scuba diving,M,N
2819,1986,SOUTH KOREA,Shell diving,M,Y
2820,1986,USA,"Fishing, fell from rocks & disappeared",M,Y
2821,1986,SPAIN,Diving,M,N
2822,1986,SPAIN,Windsurfing,M,N
2823,1986,SOUTH AFRICA,Treading water,M,N
2824,1986,SOUTH AFRICA,Surfing,M,N
2825,1986,SOUTH AFRICA,Surfing,M,N
2826,1986,SOUTH AFRICA,Surfing,M,N
2827,1986,SOUTH AFRICA,Swimming,M,N
2828,1986,SOUTH AFRICA,Spearfishing,M,N
2829,1986,AUSTRALIA,Surfing,M,N
2830,1986,USA,Surfing,M,N
2831,1986,USA,Surfing,M,N
2832,1985,SOUTH AFRICA,Surfing,M,N
2833,1985,USA,0,M,N
2834,1985,AUSTRALIA,Fishing,M,N
2835,1985,USA,Boat,0,N
2836,1985,USA,Fishing,M,N
2837,1985,SOUTH AFRICA,Body boarding,M,N
2838,1985,USA,Hookah diving for abalone,M,N
2839,1985,USA,Body boarding,M,N
2840,1985,USA,Floating on inner tube after diving for lobster,M,N
2841,1985,USA,Fishing,M,N
2842,1985,USA,Free diving & spearfishing (descending),M,N
2843,1985,SOUTH AFRICA,Swimming,M,0
2844,1985,USA,Scuba diving,M,N
2845,1985,USA,Swimming,M,0
2846,1985,USA,Wading,M,N
2847,1985,USA,Wading,M,0
2848,1985,USA,Scuba diving,M,0
2849,1985,USA,Wading,F,N
2850,1985,USA,Surfing,M,N
2851,1985,USA,Bottom fishing for lingcod & had hooked a fish,0,N
2852,1985,USA,Playing in knee-deep water,F,N
2853,1985,ITALY,Snorkeling,M,N
2854,1985,USA,"Surfing, but lying prone on his board",M,N
2855,1985,SOUTH AFRICA,Spearfishing,M,N
2856,1985,USA,Surfing,M,N
2857,1985,AUSTRALIA,Free diving for scallops,F,Y
2858,1985,USA,Scuba Diving for lobster (at surface),M,N
2859,1985,USA,Surfing,M,N
2860,1985,SOUTH AFRICA,Swimming,M,N
2861,1985,SOUTH AFRICA,0,M,0
2862,1985,SOUTH AFRICA,Surfing,M,N
2863,1985,NEW ZEALAND,Investigating shark sighting,0,N
2864,1985,SOUTH AFRICA,Spearfishing,M,N
2865,1985,NEW CALEDONIA,Spearfishing,0,N
2866,1985,SOUTH AFRICA,Spearfishing,M,N
2867,1985,VANUATU,0,M,Y
2868,1985,IRAN,Fishing,M,Y
2869,1984,ITALY,Boat,0,N
2870,1984,AUSTRALIA,Sailing on catamaran & fell into the water,M,Y
2871,1984,USA,Surfing,M,N
2872,1984,USA,Spearfishing,M,N
2873,1984,USA,Swimming,M,0
2874,1984,USA,Surfing or body surfing,F,N
2875,1984,USA,Wading,F,0
2876,1984,USA,Surfing,M,N
2877,1984,USA,Surfing (sitting on his board),M,N
2878,1984,USA,"Free diving , but surfacing",M,N
2879,1984,USA,Surfing,M,N
2880,1984,USA,Swimming,M,N
2881,1984,USA,Surfing,M,N
